id,code,dosage,Name,
4784,20287,10000IU/0.4ML (25000IU/ML),FRAGMIN,
4785,20287,5000IU/0.2ML (25000IU/ML),FRAGMIN,
4786,20287,10000IU/ML (10000IU/ML),FRAGMIN,
4787,20287,7500IU/0.3ML (25000IU/ML),FRAGMIN,
4788,20287,95000IU/3.8ML (25000IU/ML),FRAGMIN,
4789,20287,95000IU/9.5ML (10000IU/ML),FRAGMIN,
4790,20287,7500 IU/0.75ML,FRAGMIN,
4791,20287,12500IU/0.5ML (25000IU/ML),FRAGMIN,
4792,20287,15000IU/0.6ML (25000IU/ML),FRAGMIN,
4793,20287,18000IU/0.72ML (25000IU/ML),FRAGMIN,
4794,20288,2%100MG,MONISTAT 7 COMBINATION PACK,
4795,20289,1%100MG,GYNE-LOTRIMIN COMBINATION PACK,
4796,20291,EQ 0.09MG BASE/INH;0.018MG/INH,COMBIVENT,
4797,20292,600MG/PACKET,FERRISELTZ,
4798,20297,25MG,COREG,
4799,20297,12.5MG,COREG,
4800,20297,6.25MG,COREG,
4801,20297,3.125MG,COREG,
4802,20298,EQ 500MG BASE/VIAL,ALOPRIM,
4803,20301,0.15MG;0.03MG,ORTHO-CEPT,
4804,20301,0.15MG;0.03MG,ORTHO-CEPT,
4805,20303,0.625MG;2.5MG,PREMPRO (PREMARIN;CYCRIN),
4806,20303,0.625MG;N/A5MG,PREMPHASE (PREMARIN;CYCRIN 14/14),
4807,20304,10000KIU/ML,TRASYLOL,
4808,20305,EQ 1MG BASE,KYTRIL,
4809,20305,EQ 2MG BASE,KYTRIL,
4810,20306,4-40mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,FLUDEOXYGLUCOSE F 18,
4811,20306,4-90mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,FLUDEOXYGLUCOSE F 18,
4812,20309,4GM/100ML (40MG/ML),MAGNESIUM SULFATE IN PLASTIC CONTAINER,
4813,20309,4GM/50ML (80MG/ML),MAGNESIUM SULFATE IN PLASTIC CONTAINER,
4814,20309,2GM/50ML (40MG/ML),MAGNESIUM SULFATE IN PLASTIC CONTAINER,
4815,20309,20GM/500ML (40MG/ML),MAGNESIUM SULFATE IN PLASTIC CONTAINER,
4816,20309,40GM/1000ML(40MG/ML),MAGNESIUM SULFATE IN PLASTIC CONTAINER,
4817,20310,1%,NIZORAL A-D,
4818,20312,7.5MG,UNIVASC,
4819,20312,15MG,UNIVASC,
4820,20313,200 IU/SPRAY,MIACALCIN,
4821,20314,3mCi/ML,OCTREOSCAN,
4822,20315,10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ORLAAM,
4823,20316,62%,OXILAN-300,
4824,20316,73%,OXILAN-350,
4825,20323,0.0375MG/24HR,VIVELLE,
4826,20323,0.05MG/24HR,VIVELLE,
4827,20323,0.075MG/24HR,VIVELLE,
4828,20323,0.1MG/24HR,VIVELLE,
4829,20323,0.025MG/24HR,VIVELLE,
4830,20325,10MG,PEPCID AC,
4831,20325,20MG,PEPCID AC,
4832,20326,EQ 25MG BASE/VIAL,NEUTREXIN,
4833,20326,EQ 200MG BASE/VIAL,NEUTREXIN,
4834,20327,41%,ISOVUE-200,
4835,20327,51%,ISOVUE-250,
4836,20327,61%,ISOVUE-300,
4837,20327,76%,ISOVUE-370,
4838,20328,75 IU/VIAL,HUMEGON,
4839,20328,150 IU/VIAL,HUMEGON,
4840,20329,5MG,GLUCOTROL XL,
4841,20329,10MG,GLUCOTROL XL,
4842,20329,2.5MG,GLUCOTROL XL,
4843,20330,EQ 0.25% BASE,TIMOPTIC-XE,
4844,20330,EQ 0.5% BASE,TIMOPTIC-XE,
4845,20333,EQ 0.5MG BASE,AGRYLIN,
4846,20333,EQ 1MG BASE,AGRYLIN,
4847,20334,375MG,FLAGYL,
4848,20336,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DYNACIRC CR,
4849,20336,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DYNACIRC CR,
4850,20337,0.05%,TEMOVATE,
4851,20338,0.1%,DIFFERIN,
4852,20340,0.05%,TEMOVATE E,
4853,20343,EQ 10MG BASE/100ML,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,
4854,20343,EQ 15MG BASE/100ML,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,
4855,20343,EQ 20MG BASE/100ML (EQ 0.2MG BASE/ML),PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,
4856,20343,EQ 40MG BASE/200ML (EQ 0.2MG BASE/ML),PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,
4857,20345,8% (8GM/100ML),AMINOSYN-HF 8%,
4858,20346,5MG/5ML,ZYRTEC,
4859,20347,EQ 1MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,HYTRIN,
4860,20347,EQ 2MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,HYTRIN,
4861,20347,EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,HYTRIN,
4862,20347,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,HYTRIN,
4863,20351,55%,VISIPAQUE 270,
4864,20351,65.2%,VISIPAQUE 320,
4865,20353,EQ 375MG BASE,NAPRELAN,
4866,20353,EQ 500MG BASE,NAPRELAN,
4867,20353,EQ 750MG BASE,NAPRELAN,
4868,20355,0.15MG/SPRAY,STIMATE,
4869,20355,1.5MG/SPRAY,STIMATE (NEEDS NO REFRIGERATION),
4870,20356,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SULAR,
4871,20356,20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SULAR,
4872,20356,30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SULAR,
4873,20356,40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SULAR,
4874,20356,34MG,SULAR,
4875,20356,25.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SULAR,
4876,20356,17MG,SULAR,
4877,20356,8.5MG,SULAR,
4878,20357,500MG,GLUCOPHAGE,
4879,20357,850MG,GLUCOPHAGE,
4880,20357,625MG,GLUCOPHAGE,
4881,20357,750MG,GLUCOPHAGE,
4882,20357,1GM,GLUCOPHAGE,
4883,20358,50MG,WELLBUTRIN SR,
4884,20358,100MG,WELLBUTRIN SR,
4885,20358,150MG,WELLBUTRIN SR,
4886,20358,200MG,WELLBUTRIN SR,
4887,20360,8% (8GM/100ML),HEPATASOL 8%,
4888,20363,250MG,FAMVIR,
4889,20363,500MG,FAMVIR,
4890,20363,125MG,FAMVIR,
4891,20364,EQ 2.5MG BASE;10MG,LOTREL,
4892,20364,EQ 5MG BASE;10MG,LOTREL,
4893,20364,EQ 5MG BASE;20MG,LOTREL,
4894,20364,EQ 10MG BASE;20MG,LOTREL,
4895,20364,EQ 10MG BASE;40MG,LOTREL,
4896,20364,EQ 5MG BASE;40MG,LOTREL,
4897,20367,200 UNITS/VIAL,CEREZYME,
4898,20367,400 UNITS/VIAL,CEREZYME,
4899,20369,EQ 0.3% BASE,CILOXAN,
4900,20372,N/A,MYOVIEW,
4901,20372,N/A,MYOVIEW 30ML,
4902,20374,18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,
4903,20374,18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,
4904,20374,18.4MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,
4905,20374,18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,
4906,20375,0.05MG/24HR,CLIMARA,
4907,20375,0.1MG/24HR,CLIMARA,
4908,20375,0.075MG/24HR,CLIMARA,
4909,20375,0.025MG/24HR,CLIMARA,
4910,20375,0.0375MG/24HR,CLIMARA,
4911,20375,0.06MG/24HR,CLIMARA,
4912,20377,50MG/ML,CORDARONE,
4913,20378,75 IU/VIAL,GONAL-F,
4914,20378,150 IU/VIAL,GONAL-F,
4915,20378,37.5 IU/VIAL,GONAL-F,
4916,20378,1050 IU/VIAL,GONAL-F,
4917,20378,450 IU/VIAL,GONAL-F,
4918,20379,0.01MG/VIAL,CAVERJECT,
4919,20379,0.02MG/VIAL,CAVERJECT,
4920,20379,0.005MG/VIAL,CAVERJECT,
4921,20379,0.04MG/VIAL,CAVERJECT,
4922,20380,0.1%,DIFFERIN,
4923,20381,375MG,NIASPAN,
4924,20381,500MG,NIASPAN,
4925,20381,750MG,NIASPAN,
4926,20381,1GM,NIASPAN,
4927,20381,375MG,NIASPAN TITRATION STARTER PACK,
4928,20385,0.5MG/SPRAY,NICOTROL,
4929,20386,25MG,COZAAR,
4930,20386,50MG,COZAAR,
4931,20386,100MG,COZAAR,
4932,20387,12.5MG;50MG,HYZAAR,
4933,20387,25MG;100MG,HYZAAR,
4934,20387,12.5MG;100MG,HYZAAR,
4935,20388,EQ 10MG BASE/ML,NAVELBINE,
4936,20389,1%100MG,MYCELEX-7 COMBINATION PACK,
4937,20392,EQ 50MG BASE,CYSTAGON,
4938,20392,EQ 150MG BASE,CYSTAGON,
4939,20393,0.021MG/SPRAY,ATROVENT,
4940,20394,0.042MG/SPRAY,ATROVENT,
4941,20397,EQ 4MG BASE,ZANAFLEX,
4942,20397,EQ 2MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ZANAFLEX,
4943,20398,EQ 1MG BASE/ML,PROPULSID,
4944,20400,0.025%,AVITA,
4945,20401,120MG,TIAZAC,
4946,20401,180MG,TIAZAC,
4947,20401,240MG,TIAZAC,
4948,20401,300MG,TIAZAC,
4949,20401,360MG,TIAZAC,
4950,20401,420MG,TIAZAC,
4951,20402,EQ 200MG FREE ACID AND POTASSIUM SALT,ADVIL LIQUI-GELS,
4952,20402,EQ 200MG FREE ACID AND POTASSIUM SALT,ADVIL MIGRAINE LIQUI-GELS,
4953,20403,EQ 0.64MG BASE/ML,ZOFRAN AND DEXTROSE IN PLASTIC CONTAINER,
4954,20404,0.025%,AVITA,
4955,20405,0.0625MG,LANOXIN,
4956,20405,0.125MG,LANOXIN,
4957,20405,0.1875MG,LANOXIN,
4958,20405,0.25MG,LANOXIN,
4959,20405,0.375MG,LANOXIN,
4960,20405,0.5MG,LANOXIN,
4961,20406,15MG,PREVACID,
4962,20406,30MG,PREVACID,
4963,20408,EQ 2% BASE,TRUSOPT,
4964,20409,0.029MG/SPRAY,NASAREL,
4965,20410,EQ 0.175MG IRON/ML,GASTROMARK,
4966,20411,10MG,CERVIDIL,
4967,20412,5MG,ZERIT,
4968,20412,15MG,ZERIT,
4969,20412,20MG,ZERIT,
4970,20412,30MG,ZERIT,
4971,20412,40MG,ZERIT,
4972,20413,1MG/ML,ZERIT,
4973,20414,30MG,PYRIDOSTIGMINE BROMIDE,
4974,20415,15MG,REMERON,
4975,20415,30MG,REMERON,
4976,20415,45MG,REMERON,
4977,20416,EQ 11.2MG IRON/ML,FERIDEX I.V.,
4978,20417,0.025MG/24HR,FEMPATCH,
4979,20418,100MG,MOTRIN,
4980,20420,0.05MG/ML,GENESA,
4981,20421,2%,FEMSTAT 3,
4982,20427,500MG,SABRIL,
4983,20428,20%,AZELEX,
4984,20429,12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ORUDIS KT,
4985,20430,750 UNITS/0.6ML,ORGARAN,
4986,20438,10MG,VESANOID,
4987,20439,EQ 0.25% BASE,BETIMOL,
4988,20439,EQ 0.5% BASE,BETIMOL,
4989,20441,0.16MG/INH,PULMICORT,
4990,20441,0.32MG/INH,PULMICORT,
4991,20443,EQ 0.5MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,GEREF,
4992,20443,EQ 1MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,GEREF,
4993,20444,EQ 0.5MG BASE/VIAL,FLOLAN,
4994,20444,EQ 1.5MG BASE/VIAL,FLOLAN,
4995,20448,2MG,IMODIUM A-D EZ CHEWS,
4996,20449,40MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,TAXOTERE,
4997,20449,20MG/ML (20MG/ML),TAXOTERE,
4998,20449,80MG/4ML (20MG/ML),TAXOTERE,
4999,20449,160MG/8ML (20MG/ML),TAXOTERE,
5000,20450,EQ 50MG PHENYTOIN NA/ML,CEREBYX,
5001,20451,75MG/VIAL,PHOTOFRIN,
5002,20452,50MG/5ML (10MG/ML),PARAPLATIN,
5003,20452,150MG/15ML (10MG/ML),PARAPLATIN,
5004,20452,450MG/45ML (10MG/ML),PARAPLATIN,
5005,20452,600MG/60ML (10MG/ML),PARAPLATIN,
5006,20453,0.1%,PANDEL,
5007,20457,EQ 100MG BASE/VIAL,ETOPOPHOS PRESERVATIVE FREE,
5008,20458,EQ 25MG ZINC,GALZIN,
5009,20458,EQ 50MG ZINC,GALZIN,
5010,20459,EQ 0.1MG BASE/ML,REVEX,
5011,20459,EQ 1MG BASE/ML,REVEX,
5012,20460,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,CYTOVENE,
5013,20460,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,CYTOVENE,
5014,20463,5.2MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,NASALCROM,
5015,20468,0.055MG/SPRAY,NASACORT ALLERGY 24 HOUR,
5016,20469,EQ 0.084MG DIPROP/SPRAY,VANCENASE AQ,
5017,20470,10MG;240MG,CLARITIN-D 24 HOUR,
5018,20471,300MG,ZYFLO,
5019,20471,600MG,ZYFLO,
5020,20472,0.0075MG/24HR,ESTRING,
5021,20474,1%,VEXOL,
5022,20475,0.1%,RETIN-A MICRO,
5023,20475,0.04%,RETIN-A MICRO,
5024,20475,0.08%,RETIN-A-MICRO,
5025,20476,40MG/ML,MOTRIN,
5026,20478,100%,ULTANE,
5027,20479,100MG/5ML,GASTROCROM,
5028,20482,50MG,PRECOSE,
5029,20482,100MG,PRECOSE,
5030,20482,25MG,PRECOSE,
5031,20484,20000 IU/ML,INNOHEP,
5032,20485,0.025%;0.3%,VISINE-A,
5033,20486,0.084MG/INH,VANCERIL DOUBLE STRENGTH,
5034,20487,EQ 500MG BASE,VALTREX,
5035,20487,EQ 1GM BASE,VALTREX,
5036,20488,1GM/100ML,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,
5037,20488,2GM/100ML,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,
5038,20489,2.5MG/24HR,ANDRODERM,
5039,20489,5MG/24HR,ANDRODERM,
5040,20489,2MG/24HR,ANDRODERM,
5041,20489,4MG/24HR,ANDRODERM,
5042,20490,0.5%,ALPHAGAN,
5043,20491,0.1MG/ML,CORVERT,
5044,20496,1MG,AMARYL,
5045,20496,2MG,AMARYL,
5046,20496,4MG,AMARYL,
5047,20497,EQ 60MG BASE,FARESTON,
5048,20498,50MG,CASODEX,
5049,20499,12.5MG,ACTRON,
5050,20500,750MG/5ML,MEPRON,
5051,20503,EQ 0.09MG BASE/INH,PROVENTIL-HFA,
5052,20504,12.5MG,MICROZIDE,
5053,20505,100MG,TOPAMAX,
5054,20505,200MG,TOPAMAX,
5055,20505,300MG,TOPAMAX,
5056,20505,25MG,TOPAMAX,
5057,20505,50MG,TOPAMAX,
5058,20505,400MG,TOPAMAX,
5059,20506,EQ 120MG HCL,TIAMATE,
5060,20506,EQ 180MG HCL,TIAMATE,
5061,20506,EQ 240MG HCL,TIAMATE,
5062,20507,EQ 180MG HCL;5MG,TECZEM,
5063,20508,EQ 12% BASE,LAC-HYDRIN,
5064,20509,EQ 200MG BASE/VIAL,GEMZAR,
5065,20509,EQ 1GM BASE/VIAL,GEMZAR,
5066,20511,5%,APHTHASOL,
5067,20512,15% (15GM/100ML),CLINISOL 15% SULFITE FREE IN PLASTIC CONTAINER,
5068,20516,100MG/5ML,CHILDREN'S MOTRIN,
5069,20517,22.5MG/VIAL,LUPRON DEPOT,
5070,20517,30MG/VIAL,LUPRON DEPOT,
5071,20517,45MG/VIAL,LUPRON DEPOT,
5072,20518,200MG,RETROVIR,
5073,20518,300MG,RETROVIR,
5074,20519,0.77%,LOPROX,
5075,20520,EQ 75MG BASE,ZANTAC 75,
5076,20521,35MG/ML,INFASURF PRESERVATIVE FREE,
5077,20522,10MG/2ML (5MG/ML),NUTROPIN AQ,
5078,20522,10MG/2ML (5MG/ML),NUTROPIN AQ PEN,
5079,20522,5MG/2ML (2.5MG/ML),NUTROPIN AQ,
5080,20522,20MG/2ML (10MG/ML),NUTROPIN AQ,
5081,20524,1%,MENTAX,
5082,20525,200MG,GYNE-LOTRIMIN 3,
5083,20526,1%200MG,GYNE-LOTRIMIN 3 COMBINATION PACK,
5084,20527,0.625MG;2.5MG,PREMPRO,
5085,20527,0.625MG0.625MG;N/A5MG,PREMPHASE 14/14,
5086,20527,0.625MG;5MG,PREMPRO,
5087,20527,0.45MG;1.5MG,PREMPRO,
5088,20527,0.3MG;1.5MG,PREMPRO,
5089,20528,1MG,MAVIK,
5090,20528,2MG,MAVIK,
5091,20528,4MG,MAVIK,
5092,20529,0.5%,CONDYLOX,
5093,20530,0.01MG/ML;2%,IONTOCAINE,
5094,20531,0.75%,METROCREAM,
5095,20532,5%,IVY BLOCK,
5096,20533,2MG/ML,NAROPIN,
5097,20533,5MG/ML,NAROPIN,
5098,20533,7.5MG/ML,NAROPIN,
5099,20533,10MG/ML,NAROPIN,
5100,20536,15MG/16HR,NICOTROL,
5101,20538,0.0375MG/24HR,ESTRADIOL,
5102,20538,0.075MG/24HR,ESTRADIOL,
5103,20538,0.05MG/24HR,ESTRADIOL,
5104,20538,0.1MG/24HR,ESTRADIOL,
5105,20538,0.0375MG/24HR,VIVELLE-DOT,
5106,20538,0.05MG/24HR,VIVELLE-DOT,
5107,20538,0.075MG/24HR,VIVELLE-DOT,
5108,20538,0.1MG/24HR,VIVELLE-DOT,
5109,20538,0.025MG/24HR,VIVELLE-DOT,
5110,20539,EQ 250MG BASE,LAMISIL,
5111,20541,1MG,ARIMIDEX,
5112,20542,1.6MG/ML,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5%,
5113,20544,75MG/IMPLANT **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,JADELLE,
5114,20545,500MG,PROCANBID,
5115,20545,1GM,PROCANBID,
5116,20547,20MG,ACCOLATE,
5117,20547,10MG,ACCOLATE,
5118,20548,0.044MG/INH,FLOVENT,
5119,20548,0.11MG/INH,FLOVENT,
5120,20548,0.22MG/INH,FLOVENT,
5121,20549,0.044MG/INH,FLOVENT,
5122,20549,0.088MG/INH,FLOVENT,
5123,20549,0.22MG/INH,FLOVENT,
5124,20550,EQ 500MG BASE,VALTREX,
5125,20550,EQ 1GM BASE,VALTREX,
5126,20551,EQ 2MG BASE/ML,NIMBEX,
5127,20551,EQ 10MG BASE/ML,NIMBEX PRESERVATIVE FREE,
5128,20551,EQ 2MG BASE/ML,NIMBEX PRESERVATIVE FREE,
5129,20552,180MG,COVERA-HS,
5130,20552,240MG,COVERA-HS,
5131,20554,0.005%,DOVONEX,
5132,20555,75MG,AXID AR,
5133,20559,400MG,TRITEC,
5134,20560,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,FOSAMAX,
5135,20560,EQ 40MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,FOSAMAX,
5136,20560,EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,FOSAMAX,
5137,20560,EQ 35MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,FOSAMAX,
5138,20560,EQ 70MG BASE,FOSAMAX,
5139,20563,100 UNITS/ML,HUMALOG,
5140,20563,100 UNITS/ML,HUMALOG PEN,
5141,20563,100 UNITS/ML,HUMALOG KWIKPEN,
5142,20564,150MG,EPIVIR,
5143,20564,300MG,EPIVIR,
5144,20569,4.5MG,VITRASERT,
5145,20570,50mCi/ML,QUADRAMET,
5146,20571,40MG/2ML (20MG/ML),CAMPTOSAR,
5147,20571,100MG/5ML (20MG/ML),CAMPTOSAR,
5148,20571,300MG/15ML (20MG/ML),CAMPTOSAR,
5149,20572,500MG,BUPHENYL,
5150,20573,3GM/TEASPOONFUL,BUPHENYL,
5151,20574,2%,GYNE-LOTRIMIN 3,
5152,20575,23MG/PATCH,DENTIPATCH,
5153,20575,46.1MG/PATCH,DENTIPATCH,
5154,20576,1GM/SCOOPFUL,CYSTADANE,
5155,20577,0.2MG/ML;0.8MG/ML;0.3MG/ML;0.3MG/ML;1.9MG/ML;7.3MG/ML;0.2MG/ML,ELLIOTTS B SOLUTION,
5156,20578,EQ 10.8MG BASE,ZOLADEX,
5157,20579,0.4MG,FLOMAX,
5158,20580,30000USPU;8000USPU,COTAZYM,
5159,20582,75 IU/VIAL,FOLLISTIM,
5160,20582,150 IU/VIAL,FOLLISTIM,
5161,20583,0.5%,LOTEMAX,
5162,20584,400MG,LODINE XL,
5163,20584,600MG,LODINE XL,
5164,20584,500MG,LODINE XL,
5165,20586,125MG/VIAL,MERETEK UBT KIT (W/ PRANACTIN),
5166,20586,EQ 75MG /POUCH,BREATHTEK UBT FOR H-PYLORI,
5167,20587,400MG/SPRAY,SCLEROSOL,
5168,20588,1MG/ML,RISPERDAL,
5169,20589,100MG/5ML,CHILDREN'S ADVIL,
5170,20589,100MG/5ML,CHILDREN'S ADVIL-FLAVORED,
5171,20591,2MG;180MG,TARKA,
5172,20591,4MG;240MG,TARKA,
5173,20591,1MG;240MG,TARKA,
5174,20591,2MG;240MG,TARKA,
5175,20592,2.5MG,ZYPREXA,
5176,20592,5MG,ZYPREXA,
5177,20592,7.5MG,ZYPREXA,
5178,20592,10MG,ZYPREXA,
5179,20592,15MG,ZYPREXA,
5180,20592,20MG,ZYPREXA,
5181,20593,EQ 100MG BASE/ML,DEPACON,
5182,20596,10MG/ML,EPIVIR,
5183,20597,0.005%,XALATAN,
5184,20599,50MG,RILUTEK,
5185,20600,0.05%,TAZORAC,
5186,20600,0.1%,TAZORAC,
5187,20601,50MG,CHILDREN'S MOTRIN,
5188,20601,100MG,JUNIOR STRENGTH MOTRIN,
5189,20602,100MG,JUNIOR STRENGTH MOTRIN,
5190,20603,40MG/ML,CHILDREN'S MOTRIN,
5191,20604,6MG/VIAL,SEROSTIM,
5192,20604,5MG/VIAL,SEROSTIM,
5193,20604,4MG/VIAL,SEROSTIM,
5194,20604,8.8MG/VIAL,SEROSTIM,
5195,20604,6MG/0.5ML (6MG/0.5ML),SEROSTIM LQ,
5196,20605,EQ 4MG BASE/5ML,ZOFRAN,
5197,20606,2MG;125MG,IMODIUM MULTI-SYMPTOM RELIEF,
5198,20607,50MG;0.2MG,ARTHROTEC,
5199,20607,75MG;0.2MG,ARTHROTEC,
5200,20608,51.8%,OMNIPAQUE 240,
5201,20608,64.7%,OMNIPAQUE 300,
5202,20608,75.5%,OMNIPAQUE 350,
5203,20610,750MG,COLAZAL,
5204,20611,0.005%,DOVONEX,
5205,20612,5%,LIDODERM,
5206,20613,0.2%,ALPHAGAN,
5207,20615,1MG/10ML (0.1MG/ML),DURACLON,
5208,20615,5MG/10ML (0.5MG/ML),DURACLON,
5209,20616,20MG,KADIAN,
5210,20616,50MG,KADIAN,
5211,20616,100MG,KADIAN,
5212,20616,30MG,KADIAN,
5213,20616,60MG,KADIAN,
5214,20616,80MG,KADIAN,
5215,20616,200MG,KADIAN,
5216,20616,10MG,KADIAN,
5217,20616,40MG,KADIAN,
5218,20616,70MG,KADIAN,
5219,20616,130MG,KADIAN,
5220,20616,150MG,KADIAN,
5221,20617,1uCi,PYTEST,
5222,20617,1uCi,PYTEST KIT,
5223,20619,EQ 0.25% BASE;1.75%,BETOPTIC PILO,
5224,20622,20MG/VIAL,COPAXONE,
5225,20622,20MG/ML,COPAXONE,
5226,20622,40MG/ML,COPAXONE,
5227,20623,50MG,ANZEMET,
5228,20623,100MG,ANZEMET,
5229,20624,100MG/5ML (20MG/ML),ANZEMET,
5230,20624,12.5MG/0.625ML (20MG/ML),ANZEMET,
5231,20624,500MG/25ML (20MG/ML),ANZEMET,
5232,20625,60MG,ALLEGRA,
5233,20626,5MG/SPRAY,IMITREX,
5234,20626,10MG/SPRAY,IMITREX,
5235,20626,20MG/SPRAY,IMITREX,
5236,20627,75MG/IMPLANT,LEVONORGESTREL,
5237,20628,EQ 200MG BASE,INVIRASE,
5238,20629,1%,DENAVIR,
5239,20630,EQ 1MG BASE/VIAL,ULTIVA,
5240,20630,EQ 2MG BASE/VIAL,ULTIVA,
5241,20630,EQ 5MG BASE/VIAL,ULTIVA,
5242,20631,1MG/ML,MORPHINE SULFATE,
5243,20631,2MG/ML,MORPHINE SULFATE,
5244,20632,5MG,MERIDIA,
5245,20632,10MG,MERIDIA,
5246,20632,15MG,MERIDIA,
5247,20634,250MG,LEVAQUIN,
5248,20634,500MG,LEVAQUIN,
5249,20634,750MG,LEVAQUIN,
5250,20635,EQ 500MG/20ML (EQ 25MG/ML),LEVAQUIN,
5251,20635,EQ 250MG/50ML (EQ 5MG/ML),LEVAQUIN IN DEXTROSE 5% IN PLASTIC CONTAINER,
5252,20635,EQ 500MG/100ML (EQ 5MG/ML),LEVAQUIN IN DEXTROSE 5% IN PLASTIC CONTAINER,
5253,20635,EQ 750MG/30ML (EQ 25MG/ML),LEVAQUIN,
5254,20635,EQ 750MG/150ML (EQ 5MG/ML),LEVAQUIN IN DEXTROSE 5% IN PLASTIC CONTAINER,
5255,20636,200MG,VIRAMUNE,
5256,20637,7.7MG,GLIADEL,
5257,20638,EQ 75MG BASE/ML,VISTIDE,
5258,20639,EQ 25MG BASE,SEROQUEL,
5259,20639,EQ 100MG BASE,SEROQUEL,
5260,20639,EQ 200MG BASE,SEROQUEL,
5261,20639,EQ 150MG BASE,SEROQUEL,
5262,20639,EQ 300MG BASE,SEROQUEL,
5263,20639,EQ 400MG BASE,SEROQUEL,
5264,20639,EQ 50MG BASE,SEROQUEL,
5265,20641,1MG/ML,CLARITIN,
5266,20641,1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,CLARITIN HIVES RELIEF,
5267,20645,10%;10% (5GM/50ML;5GM/50ML),AMMONUL,
5268,20646,4MG,GABITRIL,
5269,20646,12MG,GABITRIL,
5270,20646,16MG,GABITRIL,
5271,20646,20MG,GABITRIL,
5272,20646,2MG,GABITRIL,
5273,20646,6MG,GABITRIL,
5274,20646,8MG,GABITRIL,
5275,20646,10MG,GABITRIL,
5276,20647,5MG,ELDEPRYL,
5277,20648,2.5MG/0.5ML (5MG/ML),DIASTAT,
5278,20648,5MG/ML (5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DIASTAT,
5279,20648,10MG/2ML (5MG/ML),DIASTAT,
5280,20648,15MG/3ML (5MG/ML),DIASTAT,
5281,20648,20MG/4ML (5MG/ML),DIASTAT,
5282,20648,20MG/4ML (5MG/ML),DIASTAT ACUDIAL,
5283,20648,10MG/2ML (5MG/ML),DIASTAT ACUDIAL,
