id,code,description
740,3387000,Auditory discrimination aphasia
741,3391005,Negative for tumor cells
742,3393008,Phlebitis following infusion and perfusion AND/OR transfusion
743,3398004,Cadmium poisoning
744,3401001,Cercopithecus herpesvirus 1 disease
745,3415004,Cyanosis
746,3419005,Faucial diphtheria
747,3421000,Open fracture of orbital floor (blow-out)
748,3424008,Tachycardia
749,3426005,Retained magnetic intraocular foreign body
750,3427001,Nonglucosuric melituria
751,3434004,Myotonia
752,3439009,SCID due to absent peripheral T cell maturation
753,3441005,Disease of sebaceous glands
754,3446000,Open fracture of T7-T12 level with spinal cord injury
755,3449007,Finger agnosia
756,3456001,Chronic progressive non-hereditary chorea
757,3458000,Polymyositis ossificans
758,3461004,Deep third degree burn of thumb
759,3464007,Infection by Oesophagostomum dentatum
760,3468005,Neonatal infective mastitis
761,3469002,Second degree burn of thumb
762,3472009,Spondylolisthesis grade 4
763,3474005,Glycine max poisoning
764,3480002,Burn of wrist
765,3482005,Postoperative esophagitis
766,3483000,Chronic peptic ulcer with perforation
767,3487004,Candidiasis of lung
768,3500002,Open wound of ossicles with complication
769,3502005,Cervical lymphadenitis
770,3503000,Gender identity disorder of adolescence and previously asexual
771,3505007,Nonallopathic lesion of upper extremities
772,3506008,Stenosis of retinal artery
773,3507004,Abscess of thigh
774,3511005,Infectious thyroiditis
775,3514002,Peribronchial fibrosis of lung
776,3519007,Disorder of synovium
777,3528008,Restricted carbohydrate fat controlled diet
778,3529000,Infection by Sanguinicola
779,3530005,Bipolar I disorder and single manic episode and in full remission
780,3531009,Intrapsychic conflict
781,3533007,Pustular bacterid
782,3539006,Enteromenia
783,3542000,Laceration extending into parenchyma of spleen with open wound into abdominal cavity
784,3544004,Hair-splitting
785,3545003,Diastolic dysfunction
786,3548001,Brachial plexus lesion
787,3549009,Pancreatic acinar atrophy
788,3558002,Mesenteric infarction
789,3560000,Bilateral recurrent inguinal hernia
790,3570003,Increased blood erythrocyte volume
791,3571004,Megaloblastic anemia due to pancreatic insufficiency
792,3577000,Retinal lattice degeneration
793,3585009,Blinking
794,3586005,Psychogenic fugue
795,3589003,Syphilitic pericarditis
796,3590007,Enteroenteric fistula
797,3591006,Metabolic acidosis and NAG and bicarbonate losses
798,3598000,Partial recent retinal detachment with single defect
799,3611003,Demeton poisoning
800,3633001,Abscess of hand
801,3634007,Legal abortion complicated by metabolic disorder
802,3639002,Glossoptosis
803,3640000,Late effect of traumatic amputation
804,3641001,Infection by Coenurosis serialis
805,3642008,Deficiency of steryl-sulfatase
806,3644009,Macerated skin
807,3649004,Contusion of multiple sites of trunk
808,3650004,Congenital absence of liver
809,3652007,Overproduction of growth hormone
810,3657001,Osteospermum species poisoning
811,3660008,Lethal glossopharyngeal defect
812,3662000,Paraesophageal hernia
813,3677008,Academic problem
814,3680009,Monocephalus tripus dibrachius
815,3681008,Thrombophlebitis of torcular Herophili
816,3696007,Nonulcer dyspepsia
817,3699000,Transverse deficiency of upper limb
818,3703002,Ischiatic hernia with gangrene
819,3704008,Diffuse endocapillary proliferative glomerulonephritis
820,3705009,Congenital anomaly of anterior chamber of eye
821,3712000,Degenerated eye
822,3716002,Goiter
823,3720003,Abnormal presence of hemoglobin
824,3723001,Arthritis
825,3733009,Congenital eventration of right crus of diaphragm
826,3736001,Open wound of thumbnail with tendon involvement
827,3738000,Viral hepatitis
828,3744001,Hyperlipoproteinemia
829,3745000,Sleep-wake schedule disorder
830,3747008,Ejection click
831,3750006,Arteriospasm
832,3751005,Contusion of labium
833,3752003,Trichuriasis
834,3754002,Dysplasia of vagina
835,3755001,Pityriasis rubra pilaris
836,3756000,Static ataxia
837,3759007,Injury of heart with open wound into thorax
838,3760002,Familial multiple factor deficiency syndrome and type V
839,3762005,Bilateral recurrent femoral hernia with gangrene
840,3763000,Expected bereavement
841,3783004,Enamel pearls
842,3797007,Periodontal cyst
843,3798002,Premature birth of identical twins and both stillborn
844,3815005,Crohn's disease of rectum
845,3820005,Inner ear conductive hearing loss
846,3827008,Aneurysm of artery of neck
847,3830001,Subcutaneous emphysema
848,3841004,Blister of cheek with infection
849,3845008,Congenital duplication of intestine
850,3855007,Disorder of pancreas
851,3859001,Late effect of open wound of extremities without tendon injury
852,3873005,Failed attempted abortion with acute yellow atrophy of liver
853,3885002,ABO isoimmunization affecting pregnancy
854,3886001,Congenital fecaliths
855,3899003,Neutropenic typhlitis
856,3900008,Mixed sensory-motor polyneuropathy
857,3902000,Non dose-related drug-induced neutropenia
858,3903005,Traumatic pneumothorax without open wound into thorax
859,3908001,Infestation by Haematopinus
860,3909009,Coeur en sabot
861,3913002,Injury of gastrointestinal tract with open wound into abdominal cavity
862,3914008,Mental disorder in childhood
863,3928002,Zika virus disease
864,3939004,Bacterial colony density and transparent
865,3944006,Steroid sulfatase deficiency
866,3947004,High oxygen affinity hemoglobin polycythemia
867,3950001,Birth
868,3951002,Proctitis
869,3972004,Primary insomnia
870,3975002,Deep third degree burn of lower limb
871,3978000,Hemolytic anemia due to warm antibody
872,3987009,Congenital absence of trachea
873,3993001,Infection by Muellerius
874,3999002,Acute pyelitis without renal medullary necrosis
875,4003003,Disease due to Alphavirus
876,4004009,Monster with cranial anomalies
877,4006006,Fetal tachycardia affecting management of mother
878,4009004,Lower urinary tract infectious disease
879,4016003,Empyema of mastoid
880,4017007,Increased stratum corneum adhesiveness
881,4022007,Vulvitis circumscripta plasmacellularis
882,4026005,Interstitial mastitis associated with childbirth
883,4030008,Le Dantec virus disease
884,4038001,Myrotheciotoxicosis
885,4039009,Multiple vitamin deficiency disease
886,4040006,Hassall-Henle bodies
887,4041005,Congenital anomaly of macula
888,4046000,Degenerative spondylolisthesis
889,4062006,Lumbosacral plexus lesion
890,4063001,Achillodynia
891,4069002,Anoxic brain damage during AND/OR resulting from a procedure
892,4070001,Palinphrasia
893,4075006,Peganum harmala poisoning
894,4082005,Syphilitic myocarditis
895,4088009,Acquired hydrocephalus
896,4089001,Meningococcemia
897,4092002,Nonallopathic lesion of costovertebral region
898,4103001,Complex partial seizures with consciousness impaired
899,4106009,Rotator cuff syndrome
900,4107000,Infertile male syndrome
901,4113009,Arrested hydrocephalus
902,4120002,Bronchiolitis
903,4124006,Nonvenomous insect bite of vagina with infection
904,4127004,Prostatic obstruction
905,4129001,Argyll-Robertson pupil
906,4135001,11p partial monosomy syndrome
907,4136000,Macrodactylia of toes
908,4142001,Muscular asthenopia
909,4152002,Acquired hypoprothrombinemia
910,4160001,Congenital anomaly of upper respiratory system
911,4168008,Tibial plateau chondromalacia
912,4170004,Ehlers-Danlos syndrome and procollagen proteinase resistant
913,4174008,Placenta tripartita
914,4175009,Oestrosis
915,4178006,Partial recent retinal detachment with multiple defects
916,4181001,Normal peak expiratory flow rate
917,4183003,Charcot-Marie-Tooth disease and type IC
918,4184009,Congenital anomaly of endocrine gland
919,4191007,Scaphocephaly
920,4195003,Congenital duplication of anus
921,4197006,Disability evaluation and impairment class 5
922,4199009,18p partial trisomy syndrome
923,4208000,Closed multiple fractures of both lower limbs
924,4210003,Ocular hypertension
925,4223005,Parkinsonism due to drug
926,4224004,Complication of infusion
927,4225003,Tuberculosis of nose
928,4229009,Atrophy of globe
929,4232007,Chronic vulvitis
930,4237001,Suppurative pulpitis
931,4240001,Rupture of aorta
932,4241002,Listeriosis
933,4242009,18q partial monosomy syndrome
934,4244005,Urticaria neonatorum
935,4248008,Synovitis AND/OR tenosynovitis associated with another disease
936,4249000,Poor peripheral circulation
937,4251001,Internal eye sign
938,4260009,Sacral spinal cord injury without bone injury
939,4262001,Phlebitis of superior sagittal sinus
940,4264000,Chronic pericoronitis
941,4269005,Chronic gastrojejunal ulcer without hemorrhage AND without perforation
942,4273008,Closed posterior dislocation of elbow
943,4275001,Spasm of conjugate gaze
944,4278004,Superficial foreign body of axilla without major open wound but with infection
945,4283007,Mirizzi's syndrome
946,4287008,Chordee
947,4294006,Isosexual precocious puberty
948,4300009,Deep third degree burn of forearm
949,4301008,Autoimmune state
950,4306003,Cluster B personality disorder
951,4307007,Pregestational diabetes mellitus AND/OR impaired glucose tolerance and modified White class F
952,4308002,Repetitive strain injury
953,4310000,Third degree burn of wrist AND/OR hand
954,4313003,Acardiacus anceps
955,4316006,Myometritis
956,4320005,Factor V deficiency
957,4324001,Subacute cystitis
958,4325000,11q partial monosomy syndrome
959,4332009,Subarachnoid hemorrhage following injury without open intracranial wound AND with concussion
960,4338008,Arnold's nerve reflex cough syndrome
961,4340003,Acrodermatitis atrophicans chronica
962,4349002,Open fracture of multiple sites of metacarpus
963,4354006,Open dislocation of scapula
964,4356008,Gingival recession
965,4359001,Early congenital syphilis (less than 2 years)
966,4364002,Structure of associations
967,4367009,Hoover's sign
968,4373005,Hippocratic nails
969,4374004,Congenital anomaly of tricuspid valve
970,4381006,Verbal paraphasia
971,4386001,Bronchospasm
972,4390004,Lithium nephropathy
973,4397001,Partial congenital duodenal obstruction
974,4399003,Acute hemorrhagic pancreatitis
975,4403007,Exclamation point hair
976,4406004,Congenital anomaly of male genital system
977,4409006,Adenosylcobalamin and methylcobalamin synthesis defect
978,4410001,Retroperitoneal hernia with obstruction
979,4412009,Injury of digital nerve
980,4414005,Infection by Setaria
981,4416007,Heerfordt's syndrome
982,4418008,Gangrenous ergotism
983,4426000,Abortion number 10
984,4434006,Bloom syndrome
985,4439001,Cyclic oculomotor paralysis
986,4441000,Severe bipolar disorder with psychotic features
987,4445009,Tuberculosis of genitourinary system
988,4448006,Allergic headache
989,4451004,Illegal abortion with renal tubular necrosis
990,4461006,Complication of administrative procedure
991,4463009,Familial amyloid polyneuropathy and type II
992,4464003,Rocio virus disease
993,4465002,Spherophakia
994,4468000,Oppenheim's gait
995,4470009,Blanching of skin
996,4473006,Migraine with aura
997,4477007,Juvenile myopathy AND lactate acidosis
998,4478002,Multiple fractures of upper AND lower limbs
999,4481007,Abnormal gastric secretion regulation
1000,4483005,Syphilitic punched out ulcer
